0.0007566,0.2275206,0.0100076,0.0712406,7.5352566,0.0000356,0.0047486,0.0020666,0.0005406,0.0790466,37.2889986,479.3727426,0.0113516,72.0557956,860.2287346,33.6448616,183.7058176,170.4961746,337.1352276,78.9106976,97869.9967456,55.5628706,3017.5255046,41.9441076,37628.6793246,2.1629706,1364.6130646,0.0968196,0.0394766,0.0401386,0.0353186,7.7135236,0.0116516,0.0770616,102.6575916,24.5663226
0.0006416,0.2260286,0.0100396,0.0802576,7.7693326,0.0000346,0.0050676,0.0020586,0.0005966,0.0797616,35.9743946,525.6090876,0.0113706,64.7092966,892.0263806,33.1056206,189.3941786,172.0142566,345.4639516,89.2457336,97776.9958296,66.6726426,2497.8795366,45.4342236,65417.2453876,2.8893716,2061.1761976,0.1301166,0.0447236,0.0462836,0.0202146,7.8865566,0.0114896,0.1326096,60.8365256,27.2656866
0.0005716,0.2180116,0.0101856,0.0747636,7.6840916,0.0000376,0.0051516,0.0018136,0.0005666,0.0799816,41.9612326,527.2761526,0.0102216,63.2213736,886.6184816,33.4062016,196.1835116,164.5176426,348.5436496,82.6927796,97640.5731216,69.5807136,2689.6291006,46.1758016,77614.0701636,2.3169896,2395.6538546,0.1218816,0.0347916,0.0369816,0.0181926,7.9812296,0.0105196,0.1350196,64.3448656,26.4709836
0.0006006,0.2164526,0.0100806,0.0816196,7.8676736,0.0000346,0.0051416,0.0016466,0.0005866,0.0793696,37.3290266,537.4305146,0.0104706,59.0856286,892.5554426,33.2249386,191.5531146,154.6956366,337.3853136,80.6917466,98363.5024086,75.8509946,3022.4614876,46.6846216,87098.4379846,2.8210956,2724.5681396,0.1454256,0.0462066,0.0391826,0.0127016,7.7523876,0.0106446,0.1726706,58.1885526,29.6357966
0.0005726,0.2307166,0.0102896,0.0713116,7.7728656,0.0000356,0.0048036,0.0018446,0.0005546,0.0791306,40.9486956,523.8385126,0.0109166,60.6944226,915.4240216,31.4420646,199.5940226,168.7161906,348.1657006,72.4061076,98093.6411226,65.6375156,2941.5895966,48.4166316,62942.2889136,3.8977846,2254.3397546,0.1307256,0.0473326,0.0457606,0.0188606,7.8061226,0.0100176,0.1476076,62.9319846,26.4412366
0.0007036,0.2306036,0.0102996,0.0770516,7.5893866,0.0000356,0.0050196,0.0019056,0.0005736,0.0795456,40.0808756,528.0092746,0.0108346,61.3207426,911.6967646,30.6941316,193.7604096,165.5503366,338.5275746,83.9162616,97265.3936986,58.9789606,2893.4811826,49.1210696,79457.1570646,4.3639136,2676.1838846,0.1235356,0.0404486,0.0519336,0.0200926,7.8214236,0.0109636,0.1403606,98.8980156,34.0623046
0.0007176,0.2295466,0.0102986,0.0785116,7.6136476,0.0000356,0.0050286,0.0015936,0.0005526,0.0798616,38.2627776,535.7301876,0.0110456,60.3670406,906.4824896,30.9165486,191.2244126,169.7715336,346.5418136,91.1491726,96615.9271496,66.2521136,3066.7372916,46.5821846,79746.9406166,3.9903606,2478.2976326,0.1247836,0.0332406,0.0454016,0.0173846,7.8271156,0.0108736,0.1365416,94.8445586,32.3186206
0.0006406,0.2234826,0.0101956,0.0778596,7.5951666,0.0000356,0.0050316,0.0016726,0.0005456,0.0790516,37.0425816,540.3088196,0.0108296,59.2204346,917.5055376,30.4451336,185.3656966,164.3434286,335.9464556,86.7472666,98419.0000196,68.8982676,3061.1792066,47.1306526,88119.0866646,4.0708566,2543.0010496,0.1307046,0.0369946,0.0496876,0.0178586,7.7576356,0.0109416,0.1513496,85.0340176,32.0448516
0.0006966,0.2194006,0.0106456,0.0769406,7.4127816,0.0000336,0.0047626,0.0014526,0.0005576,0.0786996,39.2951126,511.0135386,0.0105006,62.4095316,887.8433026,32.9854026,187.6763586,154.9937716,315.9476816,81.4132146,97769.1402566,71.8100286,3121.1349966,47.0175206,67583.4156276,2.7676116,2287.7583726,0.1040706,0.0282696,0.0417156,0.0197036,7.7779646,0.0108476,0.1039776,111.3279086,33.6255486
0.0010186,0.2194756,0.0105626,0.0702226,7.1588686,0.0000316,0.0049026,0.0012996,0.0006176,0.0789806,39.8586946,481.9940946,0.0104156,64.7099446,867.1349546,34.4225996,178.8816716,134.8723016,272.1395316,67.3444726,95380.2690926,53.8868026,2521.5881116,48.8729816,62238.5142816,2.7675416,2417.3415346,0.1077056,0.0313616,0.0395286,0.0200756,7.4557996,0.0106626,0.0954996,138.4661996,38.3825396
