0.0000566,0.7609686,0.0139146,0.0988926,7.9441606,0.0000466,0.0005746,0.0081476,0.0000336,0.0412066,12.8074966,627.5132256,0.0809196,32.7680466,666.1109646,59.4333356,99.3934726,199.9631526,330.4008236,209.4458026,16685.6352196,39.7831516,13879.5501256,46.4103336,11583.4479296,16.7912976,803.6677746,0.8320496,0.7145326,0.0344316,0.0252116,5.1654176,0.0321536,0.2914246,1750.8280096,204.8791696
0.0005206,0.5077286,0.0717726,0.6432716,4.1430696,0.0000516,0.0009466,0.0027626,0.0001476,0.0239046,6.9140546,487.9721236,0.0824206,37.3287286,1334.5687856,124.0500406,90.5075496,219.0210716,281.5796596,1285.0066296,9872.6657536,309.6216966,4916.3689866,30.6240626,7775.7961366,55.8699696,550.2222406,0.0759476,0.0494646,0.0570716,0.0631306,4.2119486,0.0892896,0.0212726,7677.0385776,115.3260266
0.0001486,0.4194616,0.1449346,0.3694056,3.2587416,0.0001496,0.0035306,0.0009596,0.0001446,0.0291936,7.0918366,1327.1536116,0.0185706,98.5766736,1235.0706686,75.2713186,97.7489896,95.1477066,432.0651036,236.0629246,8792.0782836,862.7616056,8257.0723936,20.9482146,84690.9342146,228.2498026,1810.8765306,0.2481226,0.0568036,0.0146176,0.0205446,7.8380036,0.2559236,0.0121996,32078.6541436,166.7585416
0.0003716,0.4578206,0.1592776,0.3098076,3.0225916,0.0000986,0.0047276,0.0035446,0.0003046,0.0232166,8.7377616,592.3045916,0.0152636,46.6988056,1201.0716316,125.4037116,98.7770616,10.4096236,408.2200206,150.0174446,26274.3947806,244.4986256,5627.3717436,22.8232406,78250.2340186,7.0600656,1582.8841186,0.2514926,0.0602726,0.0965636,0.0130176,1.5027136,0.2536746,0.0577466,599.9636816,41.5993456
0.0002236,0.6381946,0.4293756,0.3055016,3.6390966,0.0000476,0.0007666,0.0034166,0.0001006,0.0226346,7.9930716,656.0266326,0.0340666,71.7753866,1157.1793226,113.7004006,192.1257116,20.5758906,908.1171886,466.2581576,15171.4981746,216.7249206,8002.1106866,26.2513756,57504.5770746,1.9854076,1731.1090246,0.0752596,0.0169016,0.0155876,0.1476226,2.4235886,0.0395086,0.5180236,1752.0689186,223.5782266
0.0002376,0.7039436,0.3863206,0.1587146,2.4298556,0.0000496,0.0016546,0.0066106,0.0000866,0.0216076,10.7564156,478.1285026,0.0398636,96.1487026,1158.1402876,105.3045046,114.2046026,8.8821396,576.3080836,104.1624616,23077.3506076,86.9689106,11631.3558886,45.0419456,27162.9243726,2.4878406,1390.8162396,0.1650436,0.0480846,0.0185706,0.0251256,1.0335136,0.0233016,0.2944206,30070.1185096,929.0497606
0.0008046,0.7304756,0.0663116,0.2321156,6.1465236,0.0000946,0.0055316,0.0098496,0.0001846,0.0192506,18.3300756,653.2455456,0.0346636,88.8456936,1238.9350386,118.3543266,91.8063876,21.4155486,554.7124996,122.2602206,22057.7078036,62.1218076,12155.8443586,40.4049006,47735.5078706,3.8158496,1093.6318446,0.2580526,0.0704446,0.0348976,0.0151286,1.5613376,0.0114996,0.9994816,98718.3738216,2181.6149936
0.0011586,0.5987386,0.0400826,0.2206876,6.6065276,0.0001256,0.0024416,0.0064046,0.0002326,0.0232366,18.5360946,614.9792356,0.0247576,98.1772006,1186.3874856,69.1647096,108.7903586,13.9021266,577.2378836,295.4302036,19075.9134496,105.1553466,8873.9580626,45.1029356,38270.5522956,1297.8135136,1144.6352456,0.2081446,0.0328026,0.0904216,0.0472886,1.2174106,0.4973946,0.5152326,2798.0942056,333.7942466
0.0060706,0.4906056,0.1208166,0.2118646,3.7405486,0.0002926,0.0005506,0.0028486,0.0001396,0.0244866,7.9639976,636.4610866,0.1002786,45.2372806,823.1372856,82.2721846,132.9135296,549.7462646,700.5523966,894.7370596,6290.4151166,71.9942346,13480.5997416,47.1080006,2926.7797196,24.6882466,309.4438946,0.0243476,0.0196316,0.0220256,0.0488326,6.9876996,0.5276216,0.0351936,11136.1935676,209.2471436
0.0010796,0.5160046,0.0132016,0.1644676,4.8621956,0.0000906,0.0032946,0.0004096,0.0003566,0.0192926,17.2584696,1085.0577826,0.0381886,74.0838346,1285.7183706,35.1552186,84.1367936,190.6685426,328.5865556,165.0519966,25647.4363026,386.2698576,6513.6126976,45.1856466,64178.5071346,1.0769696,2219.9254996,0.7073026,0.1450846,0.0169546,0.0928856,4.8966786,0.1090976,0.0348556,301.4599786,27.8069796
